

Microchip MPLAB XC8 Assembler V2.32 build 20210201212658 
                                                                                               Wed Jun 23 14:38:42 2021

Microchip MPLAB XC8 C Compiler v2.32 (Free license) build 20210201212658 Og1 
     1                           	processor	16F877A
     2                           	pagewidth 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1,noexec
     6                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1,noexec
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2,group=1
     9                           	psect	text2,local,class=CODE,merge=1,delta=2,group=1
    10                           	psect	text3,local,class=CODE,merge=1,delta=2,group=1
    11                           	psect	text4,local,class=CODE,merge=1,delta=2,group=1
    12                           	psect	text5,local,class=CODE,merge=1,delta=2
    13                           	psect	text6,local,class=CODE,merge=1,delta=2,group=1
    14                           	psect	text7,local,class=CODE,merge=1,delta=2
    15                           	psect	config,global,abs,ovrld,class=CONFIG,space=4,delta=2,noexec
    16                           	dabs	1,0x7E,2
    17  0000                     
    18                           ; Version 2.20
  1374  0757  052B               	andwf	___flmul@grs+2,w
  1375  0758  00FB               	movwf	??___flmul+2
  1376  0759  307F               	movlw	127
  1377  075A  052C               	andwf	___flmul@grs+3,w
  1378  075B  00FC               	movwf	??___flmul+3
  1379  075C  087C               	movf	??___flmul+3,w
  1380  075D  047B               	iorwf	??___flmul+2,w
  1381  075E  047A               	iorwf	??___flmul+1,w
  1382  075F  0479               	iorwf	??___flmul,w
  1383  0760  1903               	skipnz
  1384  0761  2F63               	goto	u1801
  1385  0762  2F64               	goto	u1800
  1386  0763                     u1801:
  1387  0763  2F67               	goto	l519
  1388  0764                     u1800:
  1389  0764                     l1384:
  1390  0764  01AD               	clrf	___flmul@aexp
  1391  0765  0AAD               	incf	___flmul@aexp,f
  1392  0766  2F6C               	goto	l1388
  1393  0767                     l519:
  1394  0767  1C2F               	btfss	___flmul@prod,0
  1395  0768  2F6A               	goto	u1811
  1396  0769  2F6B               	goto	u1810
  1397  076A                     u1811:
  1398  076A  2F6C               	goto	l1388
  1399  076B                     u1810:
  1400  076B  2F64               	goto	l1384
  1401  076C                     l1388:
  1402  076C  082D               	movf	___flmul@aexp,w
  1403  076D  1903               	btfsc	3,2
  1404  076E  2F70               	goto	u1821
  1405  076F  2F71               	goto	u1820
  1406  0770                     u1821:
  1407  0770  2FA2               	goto	l1398
  1408  0771                     u1820:
  1409  0771                     l1390:
  1410  0771  3001               	movlw	1
  1411  0772  07AF               	addwf	___flmul@prod,f
  1412  0773  3000               	movlw	0
  1413  0774  1803               	skipnc
  1414  0775  3001               	movlw	1
  1415  0776  07B0               	addwf	___flmul@prod+1,f
  1416  0777  3000               	movlw	0
  1417  0778  1803               	skipnc
  1418  0779  3001               	movlw	1
  1419  077A  07B1               	addwf	___flmul@prod+2,f
  1420  077B  3000               	movlw	0
  1421  077C  1803               	skipnc
  1422  077D  3001               	movlw	1
  1423  077E  07B2               	addwf	___flmul@prod+3,f
  1424  077F                     l1392:
  1425  077F  1C32               	btfss	___flmul@prod+3,0
  1426  0780  2F82               	goto	u1831
  1427  0781  2F83               	goto	u1830
  1428  0782                     u1831:
  1429  0782  2FA2               	goto	l1398
  1430  0783                     u1830:
  1431  0783                     l1394:
  1432  0783  082F               	movf	___flmul@prod,w
  1433  0784  00F9               	movwf	??___flmul
  1434  0785  0830               	movf	___flmul@prod+1,w
  1435  0786  00FA               	movwf	??___flmul+1
  1436  0787  0831               	movf	___flmul@prod+2,w
  1437  0788  00FB               	movwf	??___flmul+2
  1438  0789  0832               	movf	___flmul@prod+3,w
  1439  078A  00FC               	movwf	??___flmul+3
  1440  078B  3001               	movlw	1
  1441  078C  00FD               	movwf	??___flmul+4
  1442  078D                     u1845:
  1443  078D  0D7C               	rlf	??___flmul+3,w
  1444  078E  0CFC               	rrf	??___flmul+3,f
  1445  078F  0CFB               	rrf	??___flmul+2,f
  1446  0790  0CFA               	rrf	??___flmul+1,f
  1447  0791  0CF9               	rrf	??___flmul,f
  1448  0792                     u1840:
  1449  0792  0BFD               	decfsz	??___flmul+4,f
  1450  0793  2F8D               	goto	u1845
  1451  0794  087C               	movf	??___flmul+3,w
  1452  0795  00B2               	movwf	___flmul@prod+3
  1453  0796  087B               	movf	??___flmul+2,w
  1454  0797  00B1               	movwf	___flmul@prod+2
  1455  0798  087A               	movf	??___flmul+1,w
  1456  0799  00B0               	movwf	___flmul@prod+1
  1457  079A  0879               	movf	??___flmul,w
  1458  079B  00AF               	movwf	___flmul@prod
  1459  079C                     l1396:
  1460  079C  3001               	movlw	1
  1461  079D  07B3               	addwf	___flmul@temp,f
  1462  079E  1803               	skipnc
  1463  079F  0AB4               	incf	___flmul@temp+1,f
  1464  07A0  3000               	movlw	0
  1465  07A1  07B4               	addwf	___flmul@temp+1,f
  1466  07A2                     l1398:
  1467  07A2  0834               	movf	___flmul@temp+1,w
  1468  07A3  3A80               	xorlw	128
  1469  07A4  00FF               	movwf	btemp+1
  1470  07A5  3080               	movlw	128
  1471  07A6  027F               	subwf	btemp+1,w
  1472  07A7  1D03               	skipz
  1473  07A8  2FAB               	goto	u1855
  1474  07A9  30FF               	movlw	255
  1475  07AA  0233               	subwf	___flmul@temp,w
  1476  07AB                     u1855:
  1477  07AB  1C03               	skipc
  1478  07AC  2FAE               	goto	u1851
  1479  07AD  2FAF               	goto	u1850
  1480  07AE                     u1851:
  1481  07AE  2FBA               	goto	l1402
  1482  07AF                     u1850:
  1483  07AF                     l1400:
  1484  07AF  307F               	movlw	127
  1485  07B0  1283               	bcf	3,5	;RP0=0, select bank0
  1486  07B1  1303               	bcf	3,6	;RP1=0, select bank0
  1487  07B2  00B2               	movwf	___flmul@prod+3
  1488  07B3  3080               	movlw	128
  1489  07B4  00B1               	movwf	___flmul@prod+2
  1490  07B5  3000               	movlw	0
  1491  07B6  00B0               	movwf	___flmul@prod+1
  1492  07B7  3000               	movlw	0
  1493  07B8  00AF               	movwf	___flmul@prod
  1494  07B9  2FEF               	goto	l525
  1495  07BA                     l1402:
  1496  07BA  1283               	bcf	3,5	;RP0=0, select bank0
  1497  07BB  1303               	bcf	3,6	;RP1=0, select bank0
  1498  07BC  0834               	movf	___flmul@temp+1,w
  1499  07BD  3A80               	xorlw	128
  1500  07BE  00FF               	movwf	btemp+1
  1501  07BF  3080               	movlw	128
  1502  07C0  027F               	subwf	btemp+1,w
  1503  07C1  1D03               	skipz
  1504  07C2  2FC5               	goto	u1865
  1505  07C3  3001               	movlw	1
  1506  07C4  0233               	subwf	___flmul@temp,w
  1507  07C5                     u1865:
  1508  07C5  1803               	skipnc
  1509  07C6  2FC8               	goto	u1861
  1510  07C7  2FC9               	goto	u1860
  1511  07C8                     u1861:
  1512  07C8  2FD5               	goto	l1408
  1513  07C9                     u1860:
  1514  07C9                     l1404:
  1515  07C9  3000               	movlw	0
  1516  07CA  1283               	bcf	3,5	;RP0=0, select bank0
  1517  07CB  1303               	bcf	3,6	;RP1=0, select bank0
  1518  07CC  00B2               	movwf	___flmul@prod+3
  1519  07CD  3000               	movlw	0
  1520  07CE  00B1               	movwf	___flmul@prod+2
  1521  07CF  3000               	movlw	0
  1522  07D0  00B0               	movwf	___flmul@prod+1
  1523  07D1  3000               	movlw	0
  1524  07D2  00AF               	movwf	___flmul@prod
  1525  07D3                     l1406:
  1526  07D3  01A8               	clrf	___flmul@sign
  1527  07D4  2FEF               	goto	l525
  1528  07D5                     l1408:
  1529  07D5  1283               	bcf	3,5	;RP0=0, select bank0
  1530  07D6  1303               	bcf	3,6	;RP1=0, select bank0
  1531  07D7  0833               	movf	___flmul@temp,w
  1532  07D8  00F9               	movwf	??___flmul
  1533  07D9  0879               	movf	??___flmul,w
  1534  07DA  00AE               	movwf	___flmul@bexp
  1535  07DB  30FF               	movlw	255
  1536  07DC  05AF               	andwf	___flmul@prod,f
  1537  07DD  30FF               	movlw	255
  1538  07DE  05B0               	andwf	___flmul@prod+1,f
  1539  07DF  307F               	movlw	127
  1540  07E0  05B1               	andwf	___flmul@prod+2,f
  1541  07E1  3000               	movlw	0
  1542  07E2  05B2               	andwf	___flmul@prod+3,f
  1543  07E3                     l1410:
  1544  07E3  1C2E               	btfss	___flmul@bexp,0
  1545  07E4  2FE6               	goto	u1871
  1546  07E5  2FE7               	goto	u1870
  1547  07E6                     u1871:
  1548  07E6  2FE8               	goto	l1414
  1549  07E7                     u1870:
  1550  07E7                     l1412:
  1551  07E7  17B1               	bsf	___flmul@prod+2,7
  1552  07E8                     l1414:
  1553  07E8  082E               	movf	___flmul@bexp,w
  1554  07E9  00F9               	movwf	??___flmul
  1555  07EA  1003               	clrc
  1556  07EB  0C79               	rrf	??___flmul,w
  1557  07EC  00FA               	movwf	??___flmul+1
  1558  07ED  087A               	movf	??___flmul+1,w
  1559  07EE  00B2               	movwf	___flmul@prod+3
  1560  07EF                     l525:
  1561  07EF  0828               	movf	___flmul@sign,w
  1562  07F0  00F9               	movwf	??___flmul
  1563  07F1  0879               	movf	??___flmul,w
  1564  07F2  04B2               	iorwf	___flmul@prod+3,f
  1565  07F3                     l1416:
  1566  07F3  0832               	movf	___flmul@prod+3,w
  1567  07F4  00A3               	movwf	?___flmul+3
  1568  07F5  0831               	movf	___flmul@prod+2,w
  1569  07F6  00A2               	movwf	?___flmul+2
  1570  07F7  0830               	movf	___flmul@prod+1,w
  1571  07F8  00A1               	movwf	?___flmul+1
  1572  07F9  082F               	movf	___flmul@prod,w
  1573  07FA  00A0               	movwf	?___flmul
  1574  07FB                     l513:
  1575  07FB  0008               	return
  1576  07FC                     __end_of___flmul:
  1577                           
  1578                           	psect	text2
  1579  0056                     __ptext2:	
  1580 ;; *************** function __Umul8_16 *****************
  1581 ;; Defined at:
  1582 ;;		line 4 in file "C:\Program Files\Microchip\xc8\v2.32\pic\sources\c90\common\Umul8_16.c"
  1583 ;; Parameters:    Size  Location     Type
  1584 ;;  multiplier      1    wreg     unsigned char 
  1585 ;;  multiplicand    1    0[COMMON] unsigned char 
  1586 ;; Auto vars:     Size  Location     Type
  1587 ;;  multiplier      1    8[COMMON] unsigned char 
  1588 ;;  word_mpld       2    6[COMMON] unsigned int 
  1589 ;;  product         2    4[COMMON] unsigned int 
  1590 ;; Return value:  Size  Location     Type
  1591 ;;                  2    0[COMMON] unsigned int 
  1592 ;; Registers used:
  1593 ;;		wreg, status,2, status,0
  1594 ;; Tracked objects:
  1595 ;;		On entry : 0/0
  1596 ;;		On exit  : 0/0
  1597 ;;		Unchanged: 0/0
  1598 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  1599 ;;      Params:         2       0       0       0       0
  1600 ;;      Locals:         5       0       0       0       0
  1601 ;;      Temps:          2       0       0       0       0
  1602 ;;      Totals:         9       0       0       0       0
  1603 ;;Total ram usage:        9 bytes
  1604 ;; Hardware stack levels used: 1
  1605 ;; This function calls:
  1606 ;;		Nothing
  1607 ;; This function is called by:
  1608 ;;		___flmul
  1609 ;; This function uses a non-reentrant model
  1610 ;;
  1611                           
  1612                           
  1613                           ;psect for function __Umul8_16
  1614  0056                     __Umul8_16:
  1615                           
  1616                           ;incstack = 0
  1617                           ; Regs used in __Umul8_16: [wreg+status,2+status,0]
  1618                           ;__Umul8_16@multiplier stored from wreg
  1619  0056  00F8               	movwf	__Umul8_16@multiplier
  1620  0057                     l1042:
  1621  0057  01F4               	clrf	__Umul8_16@product
  1622  0058  01F5               	clrf	__Umul8_16@product+1
  1623  0059                     l1044:
  1624  0059  0870               	movf	__Umul8_16@multiplicand,w
  1625  005A  00F2               	movwf	??__Umul8_16
  1626  005B  01F3               	clrf	??__Umul8_16+1
  1627  005C  0872               	movf	??__Umul8_16,w
  1628  005D  00F6               	movwf	__Umul8_16@word_mpld
  1629  005E  0873               	movf	??__Umul8_16+1,w
  1630  005F  00F7               	movwf	__Umul8_16@word_mpld+1
  1631  0060                     l1046:
  1632  0060  1C78               	btfss	__Umul8_16@multiplier,0
  1633  0061  2863               	goto	u951
  1634  0062  2864               	goto	u950
  1635  0063                     u951:
  1636  0063  286A               	goto	l532
  1637  0064                     u950:
  1638  0064                     l1048:
  1639  0064  0876               	movf	__Umul8_16@word_mpld,w
  1640  0065  07F4               	addwf	__Umul8_16@product,f
  1641  0066  1803               	skipnc
  1642  0067  0AF5               	incf	__Umul8_16@product+1,f
  1643  0068  0877               	movf	__Umul8_16@word_mpld+1,w
  1644  0069  07F5               	addwf	__Umul8_16@product+1,f
  1645  006A                     l532:
  1646  006A  3001               	movlw	1
  1647  006B                     u965:
  1648  006B  1003               	clrc
  1649  006C  0DF6               	rlf	__Umul8_16@word_mpld,f
  1650  006D  0DF7               	rlf	__Umul8_16@word_mpld+1,f
  1651  006E  3EFF               	addlw	-1
  1652  006F  1D03               	skipz
  1653  0070  286B               	goto	u965
  1654  0071  1003               	clrc
  1655  0072  0CF8               	rrf	__Umul8_16@multiplier,f
  1656  0073                     l1050:
  1657  0073  0878               	movf	__Umul8_16@multiplier,w
  1658  0074  1D03               	btfss	3,2
  1659  0075  2877               	goto	u971
  1660  0076  2878               	goto	u970
  1661  0077                     u971:
  1662  0077  2860               	goto	l1046
  1663  0078                     u970:
  1664  0078                     l1052:
  1665  0078  0875               	movf	__Umul8_16@product+1,w
  1666  0079  00F1               	movwf	?__Umul8_16+1
  1667  007A  0874               	movf	__Umul8_16@product,w
  1668  007B  00F0               	movwf	?__Umul8_16
  1669  007C                     l534:
  1670  007C  0008               	return
  1671  007D                     __end_of__Umul8_16:
  1672                           
  1673                           	psect	text3
  1674  0162                     __ptext3:	
  1675 ;; *************** function ___flge *****************
  1676 ;; Defined at:
  1677 ;;		line 4 in file "C:\Program Files\Microchip\xc8\v2.32\pic\sources\c90\common\flge.c"
  1678 ;; Parameters:    Size  Location     Type
  1679 ;;  ff1             4    0[COMMON] unsigned int 
  1680 ;;  ff2             4    4[COMMON] unsigned int 
  1681 ;; Auto vars:     Size  Location     Type
  1682 ;;		None
  1683 ;; Return value:  Size  Location     Type
  1684 ;;		None               void
  1685 ;; Registers used:
  1686 ;;		wreg, status,2, status,0
  1687 ;; Tracked objects:
  1688 ;;		On entry : 0/0
  1689 ;;		On exit  : 0/0
  1690 ;;		Unchanged: 0/0
  1691 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  1692 ;;      Params:         8       0       0       0       0
  1693 ;;      Locals:         0       0       0       0       0
  1694 ;;      Temps:          4       0       0       0       0
  1695 ;;      Totals:        12       0       0       0       0
  1696 ;;Total ram usage:       12 bytes
  1697 ;; Hardware stack levels used: 1
  1698 ;; This function calls:
  1699 ;;		Nothing
  1700 ;; This function is called by:
  1701 ;;		_main
  1702 ;; This function uses a non-reentrant model
  1703 ;;
  1704                           
  1705                           
  1706                           ;psect for function ___flge
  1707  0162                     ___flge:
  1708  0162                     l1118:	
  1709                           ;incstack = 0
  1710                           ; Regs used in ___flge: [wreg+status,2+status,0]
  1711                           
  1712  0162  3000               	movlw	0
  1713  0163  0570               	andwf	___flge@ff1,w
  1714  0164  00F8               	movwf	??___flge
  1715  0165  3000               	movlw	0
  1716  0166  0571               	andwf	___flge@ff1+1,w
  1717  0167  00F9               	movwf	??___flge+1
  1718  0168  3080               	movlw	128
  1719  0169  0572               	andwf	___flge@ff1+2,w
  1720  016A  00FA               	movwf	??___flge+2
  1721  016B  307F               	movlw	127
  1722  016C  0573               	andwf	___flge@ff1+3,w
  1723  016D  00FB               	movwf	??___flge+3
  1724  016E  087B               	movf	??___flge+3,w
  1725  016F  047A               	iorwf	??___flge+2,w
  1726  0170  0479               	iorwf	??___flge+1,w
  1727  0171  0478               	iorwf	??___flge,w
  1728  0172  1D03               	skipz
  1729  0173  2975               	goto	u1151
  1730  0174  2976               	goto	u1150
  1731  0175                     u1151:
  1732  0175  297E               	goto	l298
  1733  0176                     u1150:
  1734  0176                     l1120:
  1735  0176  3000               	movlw	0
  1736  0177  00F3               	movwf	___flge@ff1+3
  1737  0178  3000               	movlw	0
  1738  0179  00F2               	movwf	___flge@ff1+2
  1739  017A  3000               	movlw	0
  1740  017B  00F1               	movwf	___flge@ff1+1
  1741  017C  3000               	movlw	0
  1742  017D  00F0               	movwf	___flge@ff1
  1743  017E                     l298:
  1744  017E  3000               	movlw	0
  1745  017F  0574               	andwf	___flge@ff2,w
  1746  0180  00F8               	movwf	??___flge
  1747  0181  3000               	movlw	0
  1748  0182  0575               	andwf	___flge@ff2+1,w
  1749  0183  00F9               	movwf	??___flge+1
  1750  0184  3080               	movlw	128
  1751  0185  0576               	andwf	___flge@ff2+2,w
  1752  0186  00FA               	movwf	??___flge+2
  1753  0187  307F               	movlw	127
  1754  0188  0577               	andwf	___flge@ff2+3,w
  1755  0189  00FB               	movwf	??___flge+3
  1756  018A  087B               	movf	??___flge+3,w
  1757  018B  047A               	iorwf	??___flge+2,w
  1758  018C  0479               	iorwf	??___flge+1,w
  1759  018D  0478               	iorwf	??___flge,w
  1760  018E  1D03               	skipz
  1761  018F  2991               	goto	u1161
  1762  0190  2992               	goto	u1160
  1763  0191                     u1161:
  1764  0191  299A               	goto	l1124
  1765  0192                     u1160:
  1766  0192                     l1122:
  1767  0192  3000               	movlw	0
  1768  0193  00F7               	movwf	___flge@ff2+3
  1769  0194  3000               	movlw	0
  1770  0195  00F6               	movwf	___flge@ff2+2
  1771  0196  3000               	movlw	0
  1772  0197  00F5               	movwf	___flge@ff2+1
  1773  0198  3000               	movlw	0
  1774  0199  00F4               	movwf	___flge@ff2
  1775  019A                     l1124:
  1776  019A  1FF3               	btfss	___flge@ff1+3,7
  1777  019B  299D               	goto	u1171
  1778  019C  299E               	goto	u1170
  1779  019D                     u1171:
  1780  019D  29C2               	goto	l1128
  1781  019E                     u1170:
  1782  019E                     l1126:
  1783  019E  3000               	movlw	0
  1784  019F  00F8               	movwf	??___flge
  1785  01A0  3000               	movlw	0
  1786  01A1  00F9               	movwf	??___flge+1
  1787  01A2  3000               	movlw	0
  1788  01A3  00FA               	movwf	??___flge+2
  1789  01A4  3080               	movlw	128
  1790  01A5  00FB               	movwf	??___flge+3
  1791  01A6  0870               	movf	___flge@ff1,w
  1792  01A7  02F8               	subwf	??___flge,f
  1793  01A8  0871               	movf	___flge@ff1+1,w
  1794  01A9  1C03               	skipc
  1795  01AA  0F71               	incfsz	___flge@ff1+1,w
  1796  01AB  29AD               	goto	u1181
  1797  01AC  29AE               	goto	u1182
  1798  01AD                     u1181:
  1799  01AD  02F9               	subwf	??___flge+1,f
  1800  01AE                     u1182:
  1801  01AE  0872               	movf	___flge@ff1+2,w
  1802  01AF  1C03               	skipc
  1803  01B0  0F72               	incfsz	___flge@ff1+2,w
  1804  01B1  29B3               	goto	u1183
  1805  01B2  29B4               	goto	u1184
  1806  01B3                     u1183:
  1807  01B3  02FA               	subwf	??___flge+2,f
  1808  01B4                     u1184:
  1809  01B4  0873               	movf	___flge@ff1+3,w
  1810  01B5  1C03               	skipc
  1811  01B6  0F73               	incfsz	___flge@ff1+3,w
  1812  01B7  29B9               	goto	u1185
  1813  01B8  29BA               	goto	u1186
  1814  01B9                     u1185:
  1815  01B9  02FB               	subwf	??___flge+3,f
  1816  01BA                     u1186:
  1817  01BA  087B               	movf	??___flge+3,w
  1818  01BB  00F3               	movwf	___flge@ff1+3
  1819  01BC  087A               	movf	??___flge+2,w
  1820  01BD  00F2               	movwf	___flge@ff1+2
  1821  01BE  0879               	movf	??___flge+1,w
  1822  01BF  00F1               	movwf	___flge@ff1+1
  1823  01C0  0878               	movf	??___flge,w
  1824  01C1  00F0               	movwf	___flge@ff1
  1825  01C2                     l1128:
  1826  01C2  1FF7               	btfss	___flge@ff2+3,7
  1827  01C3  29C5               	goto	u1191
  1828  01C4  29C6               	goto	u1190
  1829  01C5                     u1191:
  1830  01C5  29EA               	goto	l301
  1831  01C6                     u1190:
  1832  01C6                     l1130:
  1833  01C6  3000               	movlw	0
  1834  01C7  00F8               	movwf	??___flge
  1835  01C8  3000               	movlw	0
  1836  01C9  00F9               	movwf	??___flge+1
  1837  01CA  3000               	movlw	0
  1838  01CB  00FA               	movwf	??___flge+2
  1839  01CC  3080               	movlw	128
  1840  01CD  00FB               	movwf	??___flge+3
  1841  01CE  0874               	movf	___flge@ff2,w
  1842  01CF  02F8               	subwf	??___flge,f
  1843  01D0  0875               	movf	___flge@ff2+1,w
  1844  01D1  1C03               	skipc
  1845  01D2  0F75               	incfsz	___flge@ff2+1,w
  1846  01D3  29D5               	goto	u1201
  1847  01D4  29D6               	goto	u1202
  1848  01D5                     u1201:
  1849  01D5  02F9               	subwf	??___flge+1,f
  1850  01D6                     u1202:
  1851  01D6  0876               	movf	___flge@ff2+2,w
  1852  01D7  1C03               	skipc
  1853  01D8  0F76               	incfsz	___flge@ff2+2,w
  1854  01D9  29DB               	goto	u1203
  1855  01DA  29DC               	goto	u1204
  1856  01DB                     u1203:
  1857  01DB  02FA               	subwf	??___flge+2,f
  1858  01DC                     u1204:
  1859  01DC  0877               	movf	___flge@ff2+3,w
  1860  01DD  1C03               	skipc
  1861  01DE  0F77               	incfsz	___flge@ff2+3,w
  1862  01DF  29E1               	goto	u1205
  1863  01E0  29E2               	goto	u1206
  1864  01E1                     u1205:
  1865  01E1  02FB               	subwf	??___flge+3,f
  1866  01E2                     u1206:
  1867  01E2  087B               	movf	??___flge+3,w
  1868  01E3  00F7               	movwf	___flge@ff2+3
  1869  01E4  087A               	movf	??___flge+2,w
  1870  01E5  00F6               	movwf	___flge@ff2+2
  1871  01E6  0879               	movf	??___flge+1,w
  1872  01E7  00F5               	movwf	___flge@ff2+1
  1873  01E8  0878               	movf	??___flge,w
  1874  01E9  00F4               	movwf	___flge@ff2
  1875  01EA                     l301:
  1876  01EA  3080               	movlw	128
  1877  01EB  06F3               	xorwf	___flge@ff1+3,f
  1878  01EC  3080               	movlw	128
  1879  01ED  06F7               	xorwf	___flge@ff2+3,f
  1880  01EE  0877               	movf	___flge@ff2+3,w
  1881  01EF  0273               	subwf	___flge@ff1+3,w
  1882  01F0  1D03               	skipz
  1883  01F1  29FC               	goto	u1215
  1884  01F2  0876               	movf	___flge@ff2+2,w
  1885  01F3  0272               	subwf	___flge@ff1+2,w
  1886  01F4  1D03               	skipz
  1887  01F5  29FC               	goto	u1215
  1888  01F6  0875               	movf	___flge@ff2+1,w
  1889  01F7  0271               	subwf	___flge@ff1+1,w
  1890  01F8  1D03               	skipz
  1891  01F9  29FC               	goto	u1215
  1892  01FA  0874               	movf	___flge@ff2,w
  1893  01FB  0270               	subwf	___flge@ff1,w
  1894  01FC                     u1215:
  1895  01FC  1803               	skipnc
  1896  01FD  29FF               	goto	u1211
  1897  01FE  2A00               	goto	u1210
  1898  01FF                     u1211:
  1899  01FF  2A02               	goto	l1134
  1900  0200                     u1210:
  1901  0200                     l1132:
  1902  0200  1003               	clrc
  1903  0201  2A03               	goto	l302
  1904  0202                     l1134:
  1905  0202  1403               	setc
  1906  0203                     l302:
  1907  0203  0008               	return
  1908  0204                     __end_of___flge:
  1909                           
  1910                           	psect	text4
  1911  02BE                     __ptext4:	
  1912 ;; *************** function ___fldiv *****************
  1913 ;; Defined at:
  1914 ;;		line 8 in file "C:\Program Files\Microchip\xc8\v2.32\pic\sources\c90\common\sprcdiv.c"
  1915 ;; Parameters:    Size  Location     Type
  1916 ;;  a               4   21[BANK0 ] unsigned int 
  1917 ;;  b               4   25[BANK0 ] unsigned int 
  1918 ;; Auto vars:     Size  Location     Type
  1919 ;;  grs             4   41[BANK0 ] unsigned long 
  1920 ;;  rem             4   34[BANK0 ] unsigned long 
  1921 ;;  new_exp         2   39[BANK0 ] int 
  1922 ;;  aexp            1   46[BANK0 ] unsigned char 
  1923 ;;  bexp            1   45[BANK0 ] unsigned char 
  1924 ;;  sign            1   38[BANK0 ] unsigned char 
  1925 ;; Return value:  Size  Location     Type
  1926 ;;                  4   21[BANK0 ] unsigned char 
  1927 ;; Registers used:
  1928 ;;		wreg, status,2, status,0, btemp+1
  1929 ;; Tracked objects:
  1930 ;;		On entry : 0/0
  1931 ;;		On exit  : 0/0
  1932 ;;		Unchanged: 0/0
  1933 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  1934 ;;      Params:         0       8       0       0       0
  1935 ;;      Locals:         0      13       0       0       0
  1936 ;;      Temps:          0       5       0       0       0
  1937 ;;      Totals:         0      26       0       0       0
  1938 ;;Total ram usage:       26 bytes
  1939 ;; Hardware stack levels used: 1
  1940 ;; This function calls:
  1941 ;;		Nothing
  1942 ;; This function is called by:
  1943 ;;		_main
  1944 ;; This function uses a non-reentrant model
  1945 ;;
  1946                           
  1947                           
  1948                           ;psect for function ___fldiv
  1949  02BE                     ___fldiv:
  1950  02BE                     l1138:	
  1951                           ;incstack = 0
  1952                           ; Regs used in ___fldiv: [wreg+status,2+status,0+btemp+1]
  1953                           
  1954  02BE  1283               	bcf	3,5	;RP0=0, select bank0
  1955  02BF  1303               	bcf	3,6	;RP1=0, select bank0
  1956  02C0  083C               	movf	___fldiv@b+3,w
  1957  02C1  3980               	andlw	128
  1958  02C2  00BD               	movwf	??___fldiv
  1959  02C3  083D               	movf	??___fldiv,w
  1960  02C4  00C6               	movwf	___fldiv@sign
  1961  02C5                     l1140:
  1962  02C5  083C               	movf	___fldiv@b+3,w
  1963  02C6  00BD               	movwf	??___fldiv
  1964  02C7  073D               	addwf	??___fldiv,w
  1965  02C8  00BE               	movwf	??___fldiv+1
  1966  02C9  083E               	movf	??___fldiv+1,w
  1967  02CA  00CD               	movwf	___fldiv@bexp
  1968  02CB                     l1142:
  1969  02CB  1FBB               	btfss	___fldiv@b+2,7
  1970  02CC  2ACE               	goto	u1221
  1971  02CD  2ACF               	goto	u1220
  1972  02CE                     u1221:
  1973  02CE  2AD0               	goto	l1146
  1974  02CF                     u1220:
  1975  02CF                     l1144:
  1976  02CF  144D               	bsf	___fldiv@bexp,0
  1977  02D0                     l1146:
  1978  02D0  084D               	movf	___fldiv@bexp,w
  1979  02D1  1903               	btfsc	3,2
  1980  02D2  2AD4               	goto	u1231
  1981  02D3  2AD5               	goto	u1230
  1982  02D4                     u1231:
  1983  02D4  2AE5               	goto	l1156
  1984  02D5                     u1230:
  1985  02D5                     l1148:
  1986  02D5  0A4D               	incf	___fldiv@bexp,w
  1987  02D6  1D03               	btfss	3,2
  1988  02D7  2AD9               	goto	u1241
  1989  02D8  2ADA               	goto	u1240
  1990  02D9                     u1241:
  1991  02D9  2AE2               	goto	l1152
  1992  02DA                     u1240:
  1993  02DA                     l1150:
  1994  02DA  3000               	movlw	0
  1995  02DB  00BC               	movwf	___fldiv@b+3
  1996  02DC  3000               	movlw	0
  1997  02DD  00BB               	movwf	___fldiv@b+2
  1998  02DE  3000               	movlw	0
  1999  02DF  00BA               	movwf	___fldiv@b+1
  2000  02E0  3000               	movlw	0
  2001  02E1  00B9               	movwf	___fldiv@b
  2002  02E2                     l1152:
  2003  02E2  17BB               	bsf	___fldiv@b+2,7
  2004  02E3                     l1154:
  2005  02E3  01BC               	clrf	___fldiv@b+3
  2006  02E4  2AED               	goto	l1158
  2007  02E5                     l1156:
  2008  02E5  3000               	movlw	0
  2009  02E6  00BC               	movwf	___fldiv@b+3
  2010  02E7  3000               	movlw	0
  2011  02E8  00BB               	movwf	___fldiv@b+2
  2012  02E9  3000               	movlw	0
  2013  02EA  00BA               	movwf	___fldiv@b+1
  2014  02EB  3000               	movlw	0
  2015  02EC  00B9               	movwf	___fldiv@b
  2016  02ED                     l1158:
  2017  02ED  0838               	movf	___fldiv@a+3,w
  2018  02EE  3980               	andlw	128
  2019  02EF  00BD               	movwf	??___fldiv
